Key	Value
ENST00000263635.8	268
ENST00000409990.7	257
ENST00000392783.7	352
ENST00000409175.6	243
ENST00000259053.6	10
ENST00000263636.5	74
ENST00000283243.13	212
ENST00000283249.7	209
ENST00000348849.8	444
ENST00000259075.6	205
ENST00000409682.8	317
ENST00000389554.8	114
ENST00000446997.6	103
ENST00000360534.8	234
ENST00000418842.7	99
ENST00000188790.9	118
ENST00000649979.2	377
ENST00000437150.7	117
ENST00000332142.10	249
ENST00000333129.4	316
ENST00000263915.8	173
ENST00000629362.2	124
ENST00000409662.5	258
ENST00000283254.12	475
ENST00000283256.10	156
ENST00000651982.1	325
ENST00000392701.8	341
ENST00000243344.8	71
ENST00000674923.1	478
ENST00000409672.5	347
ENST00000441411.2	279
ENST00000409195.6	96
ENST00000392690.4	844
ENST00000355999.5	160
ENST00000392687.4	200
ENST00000317647.12	10
ENST00000282074.7	127
ENST00000375363.8	41
ENST00000650372.1	127
ENST00000602501.5	1503
ENST00000649046.1	135
ENST00000295240.8	60
ENST00000284669.2	77
ENST00000453153.7	339
ENST00000678499.1	322
ENST00000447353.6	78
ENST00000392647.7	258
ENST00000260956.9	115
ENST00000409965.5	187
ENST00000272793.11	54
ENST00000408978.9	141
ENST00000375281.4	176
ENST00000409885.1	53
ENST00000358196.8	225
ENST00000234160.5	88
ENST00000521943.5	175
ENST00000375258.9	120
ENST00000375255.8	352
ENST00000321348.9	72
ENST00000409317.5	175
ENST00000422440.7	30
ENST00000264108.5	40
ENST00000315796.5	17
ENST00000361725.5	171
ENST00000234198.9	362
ENST00000409080.6	203
ENST00000410055.5	100
ENST00000397081.8	139
ENST00000409176.6	136
ENST00000306721.8	92
ENST00000310015.12	202
ENST00000284719.8	81
ENST00000394967.3	139
ENST00000342016.8	90
ENST00000272732.11	97
ENST00000295500.8	345
ENST00000698668.1	85
ENST00000348749.9	78
ENST00000409900.9	469
ENST00000426833.7	313
ENST00000392541.3	270
ENST00000272748.9	170
ENST00000308618.5	186
ENST00000392539.4	170
ENST00000406506.4	7
ENST00000249504.7	76
ENST00000249501.5	56
ENST00000249499.8	50
ENST00000313173.6	662
ENST00000410016.5	274
ENST00000306324.4	84
ENST00000331462.6	134
ENST00000249442.11	188
ENST00000392524.7	6
ENST00000397062.8	151
ENST00000264167.11	17
ENST00000408939.4	33
ENST00000355689.6	41
ENST00000286063.11	340
ENST00000286070.10	110
ENST00000392505.6	544
ENST00000325748.9	145
ENST00000644580.2	414
ENST00000424785.7	101
ENST00000234453.10	413
ENST00000589042.5	225
ENST00000409284.1	118
ENST00000428443.8	359
ENST00000410066.7	666
ENST00000410053.8	544
ENST00000602959.5	144
ENST00000397033.7	269
ENST00000410087.8	99
ENST00000683430.1	217
ENST00000431877.7	337
ENST00000280295.7	234
ENST00000482782.6	98
ENST00000264065.12	430
ENST00000295113.5	85
ENST00000360982.2	759
ENST00000354221.5	187
ENST00000295119.9	15
ENST00000302277.7	431
ENST00000424728.6	91
ENST00000337859.11	123
ENST00000261023.8	283
ENST00000304698.10	114
ENST00000295131.3	40
ENST00000409998.5	782
ENST00000392365.5	28
ENST00000409830.6	464
ENST00000304636.9	117
ENST00000374866.9	157
ENST00000314761.9	19
ENST00000261024.7	326
ENST00000260952.9	374
ENST00000607829.6	62
ENST00000313581.4	64
ENST00000264151.10	128
ENST00000325795.7	787
ENST00000441310.7	164
ENST00000340623.4	411
ENST00000260950.5	133
ENST00000359678.10	76
ENST00000322522.8	456
ENST00000392328.6	324
ENST00000409150.8	67
ENST00000337386.10	611
ENST00000320717.8	264
ENST00000361099.8	309
ENST00000392320.7	49
ENST00000392318.8	232
ENST00000425611.9	479
ENST00000304141.5	163
ENST00000272771.10	409
ENST00000359634.10	67
ENST00000312428.11	126
ENST00000263955.9	290
ENST00000644978.2	82
ENST00000389175.9	52
ENST00000263956.8	72
ENST00000354764.9	91
ENST00000282272.15	176
ENST00000335508.11	29
ENST00000263960.7	9
ENST00000428204.6	267
ENST00000233893.10	58
ENST00000323303.9	21
ENST00000295049.9	129
ENST00000282276.8	37
ENST00000321801.11	571
ENST00000428675.6	507
ENST00000417098.6	660
ENST00000703582.1	135
ENST00000319974.6	146
ENST00000354611.9	21
ENST00000392290.6	217
ENST00000409140.8	302
ENST00000409157.5	133
ENST00000357799.9	48
ENST00000374700.7	95
ENST00000409600.6	91
ENST00000321356.9	95
ENST00000392283.9	192
ENST00000409020.6	308
ENST00000234296.7	230
ENST00000418596.7	188
ENST00000684420.1	312
ENST00000309955.8	455
ENST00000286186.11	175
ENST00000696067.1	280
ENST00000392257.8	411
ENST00000332624.8	308
ENST00000194530.8	294
ENST00000439140.6	48
ENST00000409883.7	103
ENST00000409474.8	158
ENST00000680861.1	491
ENST00000450471.6	86
ENST00000286201.3	793
ENST00000498697.3	373
ENST00000392245.5	148
ENST00000264279.10	179
ENST00000374580.10	1148
ENST00000392238.3	219
ENST00000617388.4	319
ENST00000688520.1	750
ENST00000438828.4	1157
ENST00000449802.5	333
ENST00000356079.9	45
ENST00000261017.9	235
ENST00000308091.8	225
ENST00000324106.9	58
ENST00000648405.2	172
ENST00000316386.11	52
ENST00000406610.7	525
ENST00000360409.7	791
ENST00000403263.6	397
ENST00000449699.5	103
ENST00000236957.9	121
ENST00000621141.5	93
ENST00000374423.9	386
ENST00000264377.8	335
ENST00000441223.4	106
ENST00000452335.2	117
ENST00000374412.8	57
ENST00000402774.8	192
ENST00000272852.4	82
ENST00000309446.11	380
ENST00000430624.5	290
ENST00000426075.5	191
ENST00000295414.8	257
ENST00000295417.4	897
ENST00000427836.8	457
ENST00000264376.5	51
ENST00000282141.4	36
ENST00000260988.5	38
ENST00000304502.5	33
ENST00000341287.9	153
ENST00000345146.7	223
ENST00000264380.9	170
ENST00000272847.7	252
ENST00000360351.8	506
ENST00000439458.5	80
ENST00000359429.11	24
ENST00000281772.14	290
ENST00000233710.4	184
ENST00000341685.8	85
ENST00000448951.6	219
ENST00000673510.1	220
ENST00000342788.9	272
ENST00000434687.6	319
ENST00000331683.10	20
ENST00000312504.10	813
ENST00000260947.9	114
ENST00000272895.12	418
ENST00000236959.14	84
ENST00000354785.11	266
ENST00000620139.4	286
ENST00000265322.8	68
ENST00000295658.8	207
ENST00000392132.7	89
ENST00000273067.5	2223
ENST00000358207.9	151
ENST00000491306.6	31
ENST00000233809.9	104
ENST00000233813.5	774
ENST00000236979.2	30
ENST00000171887.8	453
ENST00000318507.7	403
ENST00000295683.3	88
ENST00000315717.10	74
ENST00000522678.5	868
ENST00000444053.5	92
ENST00000273077.9	17
ENST00000396809.6	212
ENST00000289388.4	28
ENST00000233202.11	96
ENST00000273062.7	223
ENST00000248444.10	57
ENST00000454775.5	417
ENST00000542068.5	247
ENST00000417849.5	185
ENST00000449707.5	422
ENST00000392111.7	319
ENST00000295704.7	32
ENST00000440309.5	159
ENST00000392102.6	380
ENST00000258415.9	36
ENST00000439262.7	33
ENST00000233948.4	233
ENST00000258411.8	144
ENST00000302625.6	155
ENST00000295727.2	109
ENST00000295728.7	246
ENST00000453220.5	9
ENST00000295731.7	454
ENST00000356853.10	96
ENST00000455516.6	48
ENST00000409789.5	428
ENST00000430297.7	78
ENST00000409336.5	58
ENST00000265316.9	285
ENST00000361242.9	183
ENST00000323348.10	125
ENST00000392089.6	308
ENST00000409638.7	172
ENST00000248437.9	60
ENST00000490341.3	165
ENST00000392086.8	211
ENST00000295718.7	69
ENST00000333527.6	0
ENST00000520694.6	227
ENST00000373960.4	86
ENST00000312358.12	135
ENST00000358215.8	369
ENST00000693692.1	0
ENST00000243776.11	271
ENST00000344458.6	585
ENST00000404537.6	307
ENST00000243786.3	65
ENST00000456909.6	93
ENST00000317151.7	118
ENST00000281821.7	56
ENST00000392069.6	366
ENST00000321276.8	60
ENST00000281828.8	19
ENST00000446656.4	128
ENST00000681697.1	406
ENST00000305409.3	91
ENST00000396654.7	132
ENST00000233055.9	51
ENST00000258383.4	10
ENST00000447280.6	301
ENST00000409685.4	339
ENST00000264414.9	354
ENST00000645028.1	59
ENST00000636099.1	1046
ENST00000305123.6	1082
ENST00000341329.7	242
ENST00000396625.5	300
ENST00000396578.8	103
ENST00000304593.14	329
ENST00000304568.4	38
ENST00000409979.6	270
ENST00000258403.8	166
ENST00000358813.5	70
ENST00000309931.3	59
ENST00000392056.8	89
ENST00000392055.8	244
ENST00000341772.5	132
ENST00000389044.8	169
ENST00000283946.8	11
ENST00000295190.9	384
ENST00000258381.11	112
ENST00000392045.8	109
ENST00000415673.7	77
ENST00000340126.9	96
ENST00000258418.10	432
ENST00000326427.11	84
ENST00000392040.5	193
ENST00000452881.5	108
ENST00000373640.5	43
ENST00000677230.1	181
ENST00000258400.4	437
ENST00000611582.5	109
ENST00000287590.6	94
ENST00000322723.9	131
ENST00000305141.5	84
ENST00000313965.4	88
ENST00000341369.11	191
ENST00000287600.9	168
ENST00000350033.8	110
ENST00000409852.2	147
ENST00000325385.12	146
ENST00000392027.3	52
ENST00000295453.8	51
ENST00000295463.4	47
ENST00000304546.6	217
ENST00000617714.2	211
ENST00000258385.8	56
ENST00000651502.1	56
ENST00000408957.7	675
ENST00000258416.8	36
ENST00000264059.8	101
ENST00000409451.7	226
ENST00000233826.4	137
ENST00000409533.5	145
ENST00000373552.8	155
ENST00000445964.6	137
ENST00000392018.1	114
ENST00000409110.6	235
ENST00000264057.7	25
ENST00000373450.5	75
ENST00000344644.10	75
ENST00000354728.5	37
ENST00000373426.4	37
ENST00000305139.11	115
ENST00000373414.4	85
ENST00000373409.8	85
ENST00000482026.6	85
ENST00000305208.10	18
ENST00000610772.4	93
ENST00000411486.7	35
ENST00000324695.9	65
ENST00000168148.8	85
ENST00000390645.2	467
ENST00000409212.5	507
ENST00000304032.13	644
ENST00000306318.5	415
ENST00000409749.8	61
ENST00000431676.6	35
ENST00000272928.4	126
ENST00000354371.7	76
ENST00000295550.9	242
ENST00000264605.8	211
ENST00000264601.8	271
ENST00000308482.14	58
ENST00000254661.5	53
ENST00000272930.9	135
ENST00000651534.1	107
ENST00000343063.8	80
ENST00000409223.2	161
ENST00000546354.6	38
ENST00000254654.8	142
ENST00000272937.10	133
ENST00000254657.8	281
ENST00000391993.7	222
ENST00000264607.9	144
ENST00000612363.2	131
ENST00000345617.7	792
ENST00000252711.7	41
ENST00000641019.2	196
ENST00000607357.2	21
ENST00000319460.2	157
ENST00000264039.7	256
ENST00000401804.6	125
ENST00000405954.2	328
ENST00000391984.7	178
ENST00000430267.2	0
ENST00000407834.4	48
ENST00000498729.9	158
ENST00000307503.4	42
ENST00000388934.5	159
ENST00000310397.13	220
ENST00000614476.4	22
ENST00000234040.9	101
ENST00000234038.11	29
ENST00000274979.12	103
ENST00000310931.10	205
ENST00000391973.6	528
ENST00000264042.8	128
ENST00000316586.9	242
ENST00000318407.5	278
ENST00000407315.6	141
ENST00000404914.8	22
ENST00000305784.7	32
ENST00000313552.11	27
ENST00000321264.9	158
ENST00000192314.7	134
ENST00000325935.10	429
ENST00000334409.10	56
ENST00000343216.3	28
ENST00000256509.7	475
ENST00000446702.7	179
ENST00000418658.6	339
ENST00000256452.7	250
ENST00000698406.1	85
ENST00000231948.9	4
ENST00000272902.10	24
ENST00000319331.4	767
ENST00000430981.1	10
ENST00000443694.5	245
ENST00000256495.4	282
ENST00000256496.8	174
ENST00000256497.9	99
ENST00000357716.9	274
ENST00000157600.8	116
ENST00000544814.7	40
ENST00000343849.3	75
ENST00000316793.8	621
ENST00000264926.7	87
ENST00000383836.8	695
ENST00000345094.7	334
ENST00000402198.7	539
ENST00000287585.8	306
ENST00000296003.9	79
ENST00000383832.8	164
ENST00000684199.1	1157
ENST00000344629.12	335
ENST00000256460.8	148
ENST00000301964.7	285
ENST00000397261.8	40
ENST00000424438.5	189
ENST00000383817.5	20
ENST00000647897.1	113
ENST00000383814.8	85
ENST00000295981.7	218
ENST00000682783.1	243
ENST00000412055.6	144
ENST00000470827.3	335
ENST00000287647.7	93
ENST00000524279.1	225
ENST00000530758.2	27
ENST00000256474.3	70
ENST00000256458.5	36
ENST00000287652.8	1051
ENST00000335542.13	871
ENST00000383801.6	72
ENST00000645850.1	70
ENST00000254488.7	38
ENST00000287766.10	397
ENST00000431010.3	97
ENST00000693202.1	399
ENST00000430365.7	397
ENST00000455809.6	249
ENST00000621198.5	164
ENST00000287814.5	72
ENST00000287820.10	121
ENST00000284995.11	418
ENST00000564146.4	35
ENST00000170447.12	64
ENST00000442415.7	331
ENST00000264728.8	215
ENST00000456430.6	41
ENST00000429711.7	77
ENST00000613206.2	415
ENST00000254508.7	96
ENST00000295757.8	42
ENST00000492059.5	382
ENST00000285018.5	255
ENST00000396914.4	194
ENST00000306077.5	142
ENST00000285021.12	33
ENST00000306024.4	44
ENST00000622186.5	295
ENST00000621039.5	34
ENST00000383794.7	75
ENST00000253697.8	410
ENST00000285046.10	110
ENST00000425241.6	363
ENST00000253686.7	121
ENST00000476527.6	473
ENST00000253693.7	250
ENST00000383791.8	178
ENST00000443029.5	241
ENST00000396842.7	182
ENST00000383788.10	81
ENST00000321169.10	106
ENST00000646371.1	311
ENST00000399451.6	368
ENST00000339732.10	472
ENST00000488423.2	67
ENST00000627468.2	466
ENST00000334133.9	266
ENST00000399444.7	218
ENST00000432376.5	253
ENST00000446818.6	264
ENST00000700180.1	291
ENST00000328405.7	210
ENST00000295824.14	199
ENST00000273047.9	518
ENST00000389050.5	192
ENST00000263754.5	32
ENST00000263753.8	140
ENST00000281523.8	294
ENST00000425792.5	251
ENST00000306627.8	167
ENST00000421515.6	408
ENST00000415719.5	169
ENST00000312521.9	293
ENST00000644321.1	291
ENST00000330688.9	469
ENST00000264331.9	610
ENST00000280700.10	53
ENST00000280701.8	89
ENST00000456208.2	447
ENST00000341435.9	274
ENST00000455077.5	221
ENST00000449599.4	29
ENST00000466830.6	175
ENST00000479665.6	229
ENST00000383768.7	616
ENST00000383767.7	611
ENST00000295754.10	283
ENST00000282538.10	47
ENST00000295770.4	74
ENST00000396556.7	83
ENST00000360311.5	573
ENST00000282541.10	92
ENST00000307526.4	293
ENST00000334983.10	54
ENST00000205636.4	107
ENST00000273130.9	88
ENST00000328834.10	273
ENST00000383763.6	84
ENST00000330953.6	98
ENST00000307363.10	61
ENST00000342462.5	536
ENST00000320954.11	64
ENST00000309558.8	13
ENST00000484457.6	71
ENST00000283629.8	557
ENST00000457054.6	158
ENST00000417925.5	214
ENST00000273183.8	140
ENST00000416516.2	491
ENST00000645898.2	245
ENST00000322716.8	54
ENST00000231790.8	30
ENST00000354379.8	423
ENST00000356847.8	299
ENST00000264741.10	234
ENST00000273179.10	320
ENST00000283713.10	266
ENST00000463876.5	354
ENST00000308059.11	18
ENST00000333167.13	92
ENST00000311806.8	340
ENST00000311856.9	49
ENST00000273173.4	91
ENST00000207870.8	84
ENST00000352511.5	433
ENST00000287675.10	28
ENST00000413689.6	209
ENST00000449082.3	213
ENST00000302328.9	487
ENST00000302313.10	10
ENST00000319283.8	86
ENST00000431162.6	134
ENST00000273153.10	194
ENST00000340369.4	230
ENST00000358309.3	40
ENST00000326306.5	135
ENST00000650617.1	355
ENST00000443003.2	63
ENST00000383754.7	224
ENST00000302541.11	338
ENST00000232905.4	235
ENST00000301825.8	90
ENST00000338970.10	69
ENST00000447116.6	307
ENST00000314529.10	149
ENST00000403205.6	223
ENST00000441708.2	1440
ENST00000301831.9	136
ENST00000327628.10	113
ENST00000434608.1	127
ENST00000441172.1	215
ENST00000325123.5	93
ENST00000264454.8	149
ENST00000011691.6	38
ENST00000232978.13	116
ENST00000232974.11	268
ENST00000287777.5	82
ENST00000310417.9	147
ENST00000310232.11	84
ENST00000418900.6	99
ENST00000442925.5	98
ENST00000426937.5	294
ENST00000316161.6	63
ENST00000328199.6	186
ENST00000383748.9	116
ENST00000430121.3	332
ENST00000441964.1	331
ENST00000454177.5	382
ENST00000292246.8	114
ENST00000644371.2	55
ENST00000309765.4	168
ENST00000342649.9	113
ENST00000425708.6	151
ENST00000273320.7	429
ENST00000322734.2	333
ENST00000344387.9	189
ENST00000396056.7	230
ENST00000449836.5	161
ENST00000620116.5	691
ENST00000296121.6	17
ENST00000326047.9	72
ENST00000302392.5	13
ENST00000296125.9	71
ENST00000424952.7	266
ENST00000265564.8	34
ENST00000296130.5	60
ENST00000296129.6	91
ENST00000503771.2	260
ENST00000642274.1	358
ENST00000273317.5	129
ENST00000389061.10	70
ENST00000358525.9	117
ENST00000296135.11	128
ENST00000357632.7	141
ENST00000296137.7	215
ENST00000458629.1	1463
ENST00000395946.3	224
ENST00000357422.2	543
ENST00000296140.4	43
ENST00000400888.2	39
ENST00000292303.5	54
ENST00000357392.4	113
ENST00000231751.9	38
ENST00000296142.4	87
ENST00000296144.3	182
ENST00000296145.6	182
ENST00000318962.9	62
ENST00000643606.3	96
ENST00000460241.2	1671
ENST00000315170.13	45
ENST00000395869.5	52
ENST00000418619.5	149
ENST00000425441.5	265
ENST00000450053.8	196
ENST00000409792.4	189
ENST00000684063.1	310
ENST00000232766.6	22
ENST00000265562.5	76
ENST00000265565.10	241
ENST00000296149.9	122
ENST00000383738.6	2099
ENST00000254480.10	96
ENST00000445061.6	197
ENST00000395734.8	95
ENST00000302506.8	470
ENST00000296435.2	156
ENST00000354698.8	68
ENST00000442597.6	22
ENST00000434006.3	368
ENST00000296438.9	186
ENST00000296440.11	138
ENST00000395694.7	140
ENST00000438607.2	40
ENST00000320211.10	109
ENST00000625293.3	106
ENST00000296444.7	80
ENST00000232375.8	26
ENST00000273610.4	91
ENST00000328333.12	108
ENST00000203407.6	26
ENST00000330862.4	13
ENST00000395550.7	68
ENST00000164024.5	252
ENST00000294129.7	108
ENST00000328631.10	195
ENST00000265563.13	278
ENST00000319017.5	88
ENST00000449376.5	446
ENST00000383729.9	16
ENST00000395474.7	280
ENST00000341949.9	16
ENST00000326925.11	24
ENST00000326739.9	48
ENST00000411682.2	48
ENST00000306125.12	24
ENST00000434032.6	212
ENST00000418109.5	165
ENST00000321895.7	117
ENST00000332780.4	222
ENST00000296449.9	387
ENST00000343010.8	360
ENST00000265560.9	29
ENST00000419783.3	75
ENST00000678200.1	137
ENST00000273590.4	4
ENST00000273588.9	23
ENST00000273598.8	85
ENST00000466701.2	565
ENST00000296452.5	126
ENST00000296456.10	51
ENST00000449682.3	783
ENST00000327697.11	86
ENST00000320431.8	219
ENST00000480687.5	117
ENST00000613416.4	653
ENST00000412678.7	61
ENST00000333486.4	166
ENST00000331456.7	111
ENST00000477224.6	163
ENST00000296474.8	264
ENST00000266022.9	142
ENST00000347869.8	164
ENST00000434342.5	318
ENST00000433068.5	56
ENST00000614032.5	129
ENST00000313601.11	132
ENST00000618865.4	242
ENST00000316436.4	27
ENST00000621157.5	28
ENST00000354862.4	202
ENST00000266031.8	616
ENST00000357750.9	139
ENST00000232496.5	124
ENST00000359365.9	31
ENST00000231749.8	153
ENST00000232501.8	123
ENST00000232508.9	231
ENST00000266025.4	458
ENST00000266039.7	174
ENST00000426034.5	365
ENST00000232854.9	227
ENST00000348721.4	124
ENST00000621469.5	143
ENST00000266037.10	337
ENST00000563281.2	115
ENST00000423656.5	130
ENST00000409535.6	125
ENST00000416589.5	70
ENST00000395052.8	236
ENST00000398780.5	60
ENST00000456080.5	1165
ENST00000440739.4	50
ENST00000333127.4	52
ENST00000232888.7	37
ENST00000398755.8	348
ENST00000322241.6	272
ENST00000355852.6	196
ENST00000483233.5	507
ENST00000273596.8	72
ENST00000404366.7	126
ENST00000294189.11	47
ENST00000495880.2	205
ENST00000296484.7	51
ENST00000484952.6	305
ENST00000360658.3	116
ENST00000305533.10	142
ENST00000409502.7	263
ENST00000296490.8	288
ENST00000436784.7	88
ENST00000420323.7	261
ENST00000460680.6	130
ENST00000327906.8	657
ENST00000231721.7	76
ENST00000232975.8	26
ENST00000420808.2	25
ENST00000321725.10	76
ENST00000422318.7	120
ENST00000477703.6	151
ENST00000409057.5	3
ENST00000418458.6	61
ENST00000491606.5	119
ENST00000233025.11	205
ENST00000233027.10	194
ENST00000273283.7	17
ENST00000449956.3	8
ENST00000266041.9	30
ENST00000446157.3	71
ENST00000355083.11	98
ENST00000394752.8	388
ENST00000296292.8	35
ENST00000654719.1	43
ENST00000423516.5	80
ENST00000610213.6	26
ENST00000288139.11	556
ENST00000315251.11	467
ENST00000288167.8	21
ENST00000335754.8	51
ENST00000495461.6	71
ENST00000474759.6	162
ENST00000273286.6	148
ENST00000264634.9	321
ENST00000288221.11	360
ENST00000394672.8	68
ENST00000355628.9	231
ENST00000296315.8	151
ENST00000334325.2	452
ENST00000296318.12	67
ENST00000647958.1	391
ENST00000288266.8	155
ENST00000487349.6	124
ENST00000311180.9	106
ENST00000303436.11	204
ENST00000311128.10	59
ENST00000659705.1	1138
ENST00000295956.9	143
ENST00000394549.7	66
ENST00000478253.6	215
ENST00000466547.1	148
ENST00000461393.7	547
ENST00000356151.7	97
ENST00000302746.11	23
ENST00000355076.6	983
ENST00000302819.10	163
ENST00000474531.5	616
ENST00000358781.7	237
ENST00000295966.11	504
ENST00000492590.6	364
ENST00000474889.6	717
ENST00000232519.9	46
ENST00000475839.1	147
ENST00000383710.9	387
ENST00000478300.6	226
ENST00000343837.8	13
ENST00000295896.13	173
ENST00000295899.10	15
ENST00000487717.5	264
ENST00000295901.9	75
ENST00000638394.2	597
ENST00000498707.5	343
ENST00000402939.7	610
ENST00000676754.1	728
ENST00000273261.8	615
ENST00000417314.2	49
ENST00000307227.10	26
ENST00000478136.6	459
ENST00000295569.12	430
ENST00000383701.8	466
ENST00000646708.1	247
ENST00000361055.9	12
ENST00000273258.4	111
ENST00000489031.5	115
ENST00000398540.8	99
ENST00000352241.9	134
ENST00000648426.1	11
ENST00000425534.8	35
ENST00000304411.3	195
ENST00000353065.7	154
ENST00000325599.13	105
ENST00000389617.9	188
ENST00000356692.10	227
ENST00000533473.1	423
ENST00000263666.9	116
ENST00000263665.7	349
ENST00000308062.8	52
ENST00000478296.5	277
ENST00000487694.7	279
ENST00000464233.6	297
ENST00000429644.7	128
ENST00000407528.6	62
ENST00000398399.7	406
ENST00000263780.9	214
ENST00000344265.8	122
ENST00000319595.7	296
ENST00000482016.6	521
ENST00000636215.2	65
ENST00000318887.8	94
ENST00000336596.7	128
ENST00000348974.5	84
ENST00000394222.8	269
ENST00000314636.3	266
ENST00000314622.9	66
ENST00000389672.10	30
ENST00000463745.6	247
ENST00000389622.7	196
ENST00000333396.11	583
ENST00000472788.6	128
ENST00000641874.1	148
ENST00000641380.1	94
ENST00000641450.1	154
ENST00000642057.1	118
ENST00000503004.5	880
ENST00000284311.5	56
ENST00000647941.2	107
ENST00000483910.6	111
ENST00000326840.11	369
ENST00000273342.8	197
ENST00000421999.8	118
ENST00000354552.7	471
ENST00000394144.9	27
ENST00000394140.9	35
ENST00000284320.6	140
ENST00000383693.8	934
ENST00000323523.8	313
ENST00000273352.8	256
ENST00000674615.1	401
ENST00000193391.8	203
ENST00000394095.7	82
ENST00000309922.7	148
ENST00000265260.8	36
ENST00000312938.5	218
ENST00000394077.8	42
ENST00000341893.8	63
ENST00000704530.1	614
ENST00000326172.9	115
ENST00000466937.2	262
ENST00000306107.9	500
ENST00000394030.8	291
ENST00000261058.3	149
ENST00000325805.13	301
ENST00000361309.6	123
ENST00000264538.4	102
ENST00000467761.6	165
ENST00000295746.13	63
ENST00000361582.8	190
ENST00000295755.7	225
ENST00000295756.11	142
ENST00000261047.8	117
ENST00000232603.10	75
ENST00000622536.6	27
ENST00000478945.1	247
ENST00000335658.7	29
ENST00000485303.6	202
ENST00000283285.10	52
ENST00000317012.5	912
ENST00000477665.2	570
ENST00000393925.7	97
ENST00000273359.8	36
ENST00000273368.8	417
ENST00000419127.5	82
ENST00000264848.10	19
ENST00000484193.5	134
ENST00000305815.10	211
ENST00000315711.12	57
ENST00000334529.10	114
ENST00000283290.10	434
ENST00000492406.6	248
ENST00000206423.8	828
ENST00000398214.5	226
ENST00000308611.8	246
ENST00000383678.8	16
ENST00000314400.10	24
ENST00000682979.1	629
ENST00000393845.9	46
ENST00000295872.8	260
ENST00000393830.4	39
ENST00000478658.1	18
ENST00000240922.8	300
ENST00000273398.8	92
ENST00000358160.9	122
ENST00000330212.7	299
ENST00000295878.8	60
ENST00000281273.8	257
ENST00000383673.5	431
ENST00000482457.4	504
ENST00000383671.8	34
ENST00000675478.1	772
ENST00000305124.11	180
ENST00000490035.7	456
ENST00000393775.7	264
ENST00000295622.6	25
ENST00000264234.8	69
ENST00000483209.5	642
ENST00000264245.9	522
ENST00000319172.10	354
ENST00000295588.9	59
ENST00000494664.6	187
ENST00000478182.5	317
ENST00000357003.8	482
ENST00000273371.9	29
ENST00000264231.7	167
ENST00000497116.1	54
ENST00000273390.9	77
ENST00000648112.1	23
ENST00000337940.4	48
ENST00000316626.6	232
ENST00000464295.6	574
ENST00000295628.4	111
ENST00000295633.8	96
ENST00000184266.3	24
ENST00000283871.10	128
ENST00000273375.8	9
ENST00000283875.6	81
ENST00000707001.1	77
ENST00000264233.6	111
ENST00000334384.5	77
ENST00000338040.6	154
ENST00000314583.8	84
ENST00000393667.8	112
ENST00000310864.11	196
ENST00000273668.7	77
ENST00000489711.6	76
ENST00000344209.10	170
ENST00000330540.7	128
ENST00000639785.2	387
ENST00000264474.4	45
ENST00000291458.9	7
ENST00000477892.5	84
ENST00000330689.6	534
ENST00000344337.11	188
ENST00000360356.6	228
ENST00000296161.9	89
ENST00000464300.7	18
ENST00000474629.7	45
ENST00000306103.3	151
ENST00000261038.6	124
ENST00000451055.6	11
ENST00000316218.12	140
ENST00000492595.6	63
ENST00000462833.6	545
ENST00000383657.10	26
ENST00000686761.1	359
ENST00000488653.6	91
ENST00000620893.4	246
ENST00000240874.7	157
ENST00000232607.7	20
ENST00000296181.9	365
ENST00000616727.4	39
ENST00000311127.9	107
ENST00000393469.8	50
ENST00000492394.5	302
ENST00000251775.9	30
ENST00000296220.6	697
ENST00000514116.6	281
ENST00000315891.10	239
ENST00000393434.7	134
ENST00000296233.4	197
ENST00000352312.6	129
ENST00000389709.8	26
ENST00000290868.7	54
ENST00000319340.7	178
ENST00000318225.3	346
ENST00000524230.9	134
ENST00000290913.8	73
ENST00000393409.3	246
ENST00000489960.5	406
ENST00000265056.12	56
ENST00000342480.7	35
ENST00000232744.13	74
ENST00000398104.6	208
ENST00000405256.5	3
ENST00000243253.8	116
ENST00000322623.10	88
ENST00000254730.11	27
ENST00000469083.1	2558
ENST00000341105.7	348
ENST00000296255.8	18
ENST00000265062.8	185
ENST00000308982.12	72
ENST00000265068.9	168
ENST00000436022.2	0
ENST00000307395.5	210
ENST00000393308.5	27
ENST00000418265.1	61
ENST00000393295.8	88
ENST00000441626.6	149
ENST00000314797.10	104
ENST00000502878.6	271
ENST00000333762.6	384
ENST00000505956.6	148
ENST00000296266.7	192
ENST00000249910.5	176
ENST00000296271.4	95
ENST00000324382.7	44
ENST00000324093.9	37
ENST00000393238.8	652
ENST00000302649.4	112
ENST00000358511.11	252
ENST00000356763.8	558
ENST00000507488.6	220
ENST00000264992.8	465
ENST00000383366.9	299
ENST00000521288.2	31
ENST00000264995.8	150
ENST00000511604.5	577
ENST00000351273.12	50
ENST00000260818.11	272
ENST00000264990.11	58
ENST00000249887.3	63
ENST00000356232.10	209
ENST00000337331.10	54
ENST00000321871.11	210
ENST00000302334.3	28
ENST00000264993.8	359
ENST00000260810.10	180
ENST00000402696.9	48
ENST00000466490.7	295
ENST00000543906.5	129
ENST00000310926.11	123
ENST00000620660.4	90
ENST00000514516.5	179
ENST00000354910.10	61
ENST00000675561.1	171
ENST00000423778.7	62
ENST00000398015.8	372
ENST00000264977.8	562
ENST00000309993.3	1222
