Key	Value
ENST00000239231.7	1195
ENST00000332966.8	4663
ENST00000265295.9	1955
ENST00000520908.7	5542
ENST00000377365.4	2742
ENST00000306268.8	1195
ENST00000046794.10	1765
ENST00000377360.8	1065
ENST00000274629.9	706
ENST00000265294.9	1512
ENST00000523189.6	3280
ENST00000296921.6	991
ENST00000517671.5	1017
ENST00000274625.6	1174
ENST00000523047.4	571
ENST00000265094.9	1764
ENST00000176763.10	3086
ENST00000398186.5	592
ENST00000393792.3	801
ENST00000311601.6	2906
ENST00000369800.6	1809
ENST00000239223.4	1344
ENST00000393784.8	1033
ENST00000519239.5	499
ENST00000517669.1	273
ENST00000296953.6	2236
ENST00000351486.10	699
ENST00000329198.5	1095
ENST00000265087.9	1127
ENST00000311086.9	769
ENST00000265085.10	3572
ENST00000340147.7	622
ENST00000303177.8	673
ENST00000239243.7	879
ENST00000393752.3	2305
ENST00000321442.10	1055
ENST00000377291.2	1842
ENST00000393745.8	618
ENST00000265097.9	1160
ENST00000429602.7	2758
ENST00000298569.9	1245
ENST00000310389.6	809
ENST00000614830.5	593
ENST00000274787.3	387
ENST00000310418.9	863
ENST00000261942.7	1358
ENST00000274811.9	1803
ENST00000510636.5	4204
ENST00000303991.5	3225
ENST00000510387.5	597
ENST00000318682.11	1317
ENST00000310032.12	1225
ENST00000329542.9	2718
ENST00000292432.10	2875
ENST00000511320.6	2295
ENST00000358149.8	925
ENST00000292408.9	2622
ENST00000439151.7	8285
ENST00000393611.6	941
ENST00000513063.5	705
ENST00000303204.9	844
ENST00000303127.12	1089
ENST00000408923.8	1799
ENST00000324417.6	2018
ENST00000358571.3	496
ENST00000253496.4	1882
ENST00000355472.10	1898
ENST00000323249.8	1293
ENST00000393565.6	2198
ENST00000355841.7	1459
ENST00000501403.6	1670
ENST00000330503.12	1882
ENST00000514747.6	2571
ENST00000332598.7	717
ENST00000029410.10	1060
ENST00000697117.1	1169
ENST00000308304.2	987
ENST00000274605.6	1902
ENST00000515098.5	1530
ENST00000274606.8	527
ENST00000504898.5	1263
ENST00000308158.10	1602
ENST00000390654.8	1816
ENST00000316308.9	1548
ENST00000335815.7	1970
ENST00000322434.8	2062
ENST00000361362.7	1894
ENST00000320129.7	1869
ENST00000231188.9	2810
ENST00000444149.7	1825
ENST00000315475.7	2010
ENST00000251582.12	3766
ENST00000437570.6	2147
ENST00000442819.6	1464
ENST00000376974.5	842
ENST00000681903.1	2375
ENST00000292599.4	3339
ENST00000292596.15	545
ENST00000292591.12	1927
ENST00000389805.9	1352
ENST00000292586.11	1050
ENST00000356834.7	3788
ENST00000521389.6	1314
ENST00000393371.6	1695
ENST00000452135.7	1555
ENST00000253778.13	2165
ENST00000618123.4	2098
ENST00000292641.4	349
ENST00000261937.11	4144
ENST00000393340.7	1988
ENST00000502412.2	2757
ENST00000340184.9	1652
ENST00000342868.7	1581
ENST00000327705.14	1795
ENST00000642036.1	1371
ENST00000641492.1	1379
ENST00000274773.12	1619
ENST00000315073.10	2609
ENST00000512805.6	1057
ENST00000611618.1	1196
ENST00000456475.1	955
ENST00000419235.7	668
ENST00000380956.9	1466
ENST00000230449.9	2936
ENST00000380907.3	990
ENST00000296839.5	1816
ENST00000645481.2	1704
ENST00000645831.2	2190
ENST00000380815.5	1299
ENST00000274643.9	1463
ENST00000380773.9	2225
ENST00000380739.6	1197
ENST00000380698.5	1247
ENST00000380546.7	1233
ENST00000380455.11	970
ENST00000259808.9	2241
ENST00000380379.10	903
ENST00000333628.4	1416
ENST00000259818.8	1445
ENST00000438998.7	445
ENST00000406686.8	2549
ENST00000380283.5	875
ENST00000648326.1	1112
ENST00000337659.11	3147
ENST00000274673.8	1844
ENST00000380118.8	1197
ENST00000397588.8	2012
ENST00000380051.7	1124
ENST00000405617.4	1219
ENST00000330636.9	490
ENST00000274680.9	1522
ENST00000616243.1	579
ENST00000264870.8	2290
ENST00000379953.6	838
ENST00000379938.7	5610
ENST00000244763.9	937
ENST00000502583.6	3081
ENST00000379834.7	1899
ENST00000379802.8	8858
ENST00000342415.6	1077
ENST00000283147.7	2396
ENST00000379757.9	1308
ENST00000397457.7	574
ENST00000379715.10	549
ENST00000644923.2	1449
ENST00000319516.8	1487
ENST00000495262.7	1741
ENST00000426700.6	456
ENST00000379568.4	1190
ENST00000229563.6	552
ENST00000379542.10	463
ENST00000354489.7	2210
ENST00000379491.5	1766
ENST00000283141.11	2511
ENST00000354666.4	963
ENST00000416247.4	753
ENST00000472091.2	1983
ENST00000379446.10	2655
ENST00000379426.2	925
ENST00000414691.8	734
ENST00000379388.7	8512
ENST00000379375.6	905
ENST00000674637.1	1869
ENST00000356436.8	963
ENST00000379287.4	1880
ENST00000606117.2	1268
ENST00000451315.7	795
ENST00000011619.6	2517
ENST00000379170.9	1205
ENST00000488300.6	1179
ENST00000379153.4	655
ENST00000341776.7	4209
ENST00000344537.10	1212
ENST00000356840.8	1572
ENST00000259727.5	1142
ENST00000436367.6	3337
ENST00000536551.6	1036
ENST00000379052.10	929
ENST00000229922.7	1584
ENST00000259963.4	1347
ENST00000262077.3	4963
ENST00000378814.9	5247
ENST00000340650.6	1256
ENST00000309983.5	824
ENST00000297792.9	1947
ENST00000652576.1	1304
ENST00000259939.4	1226
ENST00000378700.8	868
ENST00000324607.8	1720
ENST00000535432.2	1138
ENST00000378610.1	1747
ENST00000244745.4	2206
ENST00000306482.2	735
ENST00000510882.4	763
ENST00000378478.5	822
ENST00000378454.8	1737
ENST00000378386.8	1440
ENST00000230036.2	2587
ENST00000357578.8	1633
ENST00000378214.8	3777
ENST00000378198.9	1123
ENST00000230048.5	607
ENST00000378119.9	1173
ENST00000620958.4	742
ENST00000565469.4	750
ENST00000259698.9	3461
ENST00000329474.7	4535
ENST00000377961.3	1017
ENST00000297012.5	428
ENST00000274764.5	513
ENST00000377905.9	1567
ENST00000476801.5	1499
ENST00000397060.8	1604
ENST00000377850.8	1932
ENST00000357085.5	1871
ENST00000244573.5	700
ENST00000613854.2	447
ENST00000617569.2	339
ENST00000377745.5	340
ENST00000621411.3	447
ENST00000615868.2	440
ENST00000615966.2	434
ENST00000612966.3	435
ENST00000343677.4	681
ENST00000357618.10	1056
ENST00000377803.4	324
ENST00000338379.6	663
ENST00000314332.5	384
ENST00000602637.1	420
ENST00000304218.6	719
ENST00000289316.2	402
ENST00000614097.3	413
ENST00000614247.2	345
ENST00000356476.3	444
ENST00000341023.2	440
ENST00000356530.6	421
ENST00000615164.3	344
ENST00000541790.4	423
ENST00000303910.5	444
ENST00000634733.1	768
ENST00000244534.7	717
ENST00000244537.6	342
ENST00000611444.2	313
ENST00000618052.2	438
ENST00000619466.3	415
ENST00000614378.2	437
ENST00000377733.4	423
ENST00000377727.2	344
ENST00000356386.6	1190
ENST00000356709.9	1673
ENST00000289361.11	1869
ENST00000244519.7	1963
ENST00000312541.10	1799
ENST00000684113.1	1691
ENST00000377575.3	486
ENST00000274849.3	846
ENST00000622479.4	1927
ENST00000339812.3	423
ENST00000359193.4	419
ENST00000615353.2	336
ENST00000356950.2	435
ENST00000377459.3	407
ENST00000230582.8	1579
ENST00000444565.2	3208
ENST00000244576.9	1578
ENST00000211936.10	2538
ENST00000377401.4	401
ENST00000358739.5	427
ENST00000685041.1	431
ENST00000333151.5	421
ENST00000621112.2	400
ENST00000355057.3	342
ENST00000611927.2	342
ENST00000618958.2	426
ENST00000612898.2	471
ENST00000613174.2	428
ENST00000331442.5	737
ENST00000616365.2	439
ENST00000618305.2	333
ENST00000359303.4	442
ENST00000359611.4	426
ENST00000616182.2	416
ENST00000303324.4	1148
ENST00000377325.2	2418
ENST00000685330.1	1314
ENST00000457389.6	2012
ENST00000425468.6	1500
ENST00000377294.3	1924
ENST00000343684.4	1281
ENST00000623276.3	1561
ENST00000259883.3	2832
ENST00000396838.6	1744
ENST00000252211.7	1797
ENST00000289788.5	1337
ENST00000361902.5	713
ENST00000412168.7	796
ENST00000452236.3	4556
ENST00000377199.4	1892
ENST00000377179.4	2566
ENST00000377173.4	1004
ENST00000641659.2	1488
ENST00000641151.2	1351
ENST00000641417.1	1152
ENST00000377160.4	1027
ENST00000641768.1	1279
ENST00000396806.3	952
ENST00000377149.5	1418
ENST00000444197.3	1646
ENST00000377136.5	1413
ENST00000377127.4	1188
ENST00000377050.5	526
ENST00000377034.9	3217
ENST00000641840.1	1441
ENST00000376917.8	859
ENST00000259951.12	1356
ENST00000376828.6	1101
ENST00000396634.5	1436
ENST00000376785.2	539
ENST00000376772.8	591
ENST00000376734.4	1385
ENST00000396581.6	1128
ENST00000449742.7	1796
ENST00000376694.9	1534
ENST00000437089.5	1826
ENST00000376659.9	2062
ENST00000623385.3	1651
ENST00000442966.7	478
ENST00000376630.5	1097
ENST00000376621.8	2107
ENST00000376560.8	614
ENST00000326195.13	2581
ENST00000376511.7	3372
ENST00000259873.5	800
ENST00000330083.6	1557
ENST00000376473.9	1104
ENST00000376442.8	3288
ENST00000274853.8	2466
ENST00000259953.8	1138
ENST00000376406.8	6307
ENST00000327892.13	1487
ENST00000376389.8	1456
ENST00000259874.6	497
ENST00000376568.8	2973
ENST00000376316.5	1547
ENST00000676266.1	3323
ENST00000359086.4	308
ENST00000462446.6	4206
ENST00000376296.3	1939
ENST00000561890.1	5552
ENST00000259870.4	995
ENST00000259881.10	776
ENST00000376288.3	1614
ENST00000259845.5	448
ENST00000396268.8	2815
ENST00000706778.1	1721
ENST00000259915.13	1142
ENST00000376228.10	1119
ENST00000696560.1	2614
ENST00000449934.7	1034
ENST00000252229.7	1198
ENST00000376191.3	410
ENST00000458640.5	1785
ENST00000303892.10	403
ENST00000376148.9	1230
ENST00000418386.3	782
ENST00000449264.3	876
ENST00000429299.3	739
ENST00000438075.7	430
ENST00000340027.10	888
ENST00000376059.8	537
ENST00000376007.8	6673
ENST00000375976.8	3538
ENST00000375916.4	637
ENST00000375911.2	1713
ENST00000375896.9	1324
ENST00000375865.6	761
ENST00000375864.5	1578
ENST00000383237.5	1144
ENST00000395952.8	1717
ENST00000375832.5	932
ENST00000503322.1	1149
ENST00000375825.8	407
ENST00000649779.1	734
ENST00000375819.3	442
ENST00000375792.7	1486
ENST00000375779.6	863
ENST00000375703.7	2560
ENST00000415669.4	933
ENST00000375663.8	4032
ENST00000375661.6	494
ENST00000375654.5	2331
ENST00000375651.7	2137
ENST00000375650.5	2136
ENST00000375631.5	1290
ENST00000229729.11	2147
ENST00000395728.7	3801
ENST00000299367.10	2292
ENST00000375527.3	1647
ENST00000425368.7	2419
ENST00000375429.8	1228
ENST00000375394.7	3756
ENST00000375349.7	1600
ENST00000428956.7	5283
ENST00000435363.7	5283
ENST00000644719.2	1493
ENST00000451343.4	2928
ENST00000375203.8	2148
ENST00000375156.4	1315
ENST00000211413.10	1030
ENST00000375143.6	1023
ENST00000333845.11	970
ENST00000336984.6	954
ENST00000375094.4	647
ENST00000375076.9	1243
ENST00000375050.6	1577
ENST00000375040.8	610
ENST00000375023.3	6148
ENST00000447241.6	1862
ENST00000454136.8	1504
ENST00000395388.7	826
ENST00000374975.4	861
ENST00000360004.6	904
ENST00000343139.11	818
ENST00000374943.8	884
ENST00000374940.4	818
ENST00000437316.7	854
ENST00000438763.7	870
ENST00000374897.4	2149
ENST00000374882.8	879
ENST00000374859.3	695
ENST00000418107.3	1010
ENST00000374843.9	844
ENST00000395287.5	2677
ENST00000229829.7	805
ENST00000419277.5	910
ENST00000418931.7	826
ENST00000374708.8	5209
ENST00000374685.8	1749
ENST00000374675.7	1524
ENST00000374662.4	797
ENST00000374656.5	1421
ENST00000445902.3	2370
ENST00000439602.7	501
ENST00000451237.3	1431
ENST00000374617.9	1899
ENST00000395131.5	793
ENST00000497454.6	2445
ENST00000426633.6	1683
ENST00000418724.1	2036
ENST00000374542.10	2370
ENST00000428849.7	2182
ENST00000374516.8	1919
ENST00000488034.6	644
ENST00000629380.3	4224
ENST00000395064.3	1690
ENST00000374467.4	916
ENST00000374316.9	9073
ENST00000607484.6	392
ENST00000451316.6	1686
ENST00000614475.4	1512
ENST00000430124.7	403
ENST00000538487.7	3187
ENST00000311487.9	570
ENST00000636500.1	1050
ENST00000607016.2	823
ENST00000464218.5	560
ENST00000620693.4	1605
ENST00000374037.8	1435
ENST00000374023.8	1058
ENST00000244520.10	516
ENST00000192788.6	4488
ENST00000361288.9	718
ENST00000360359.5	3550
ENST00000673754.1	1729
ENST00000274938.8	3442
ENST00000373953.8	1913
ENST00000316637.7	1932
ENST00000360694.8	1632
ENST00000229769.3	1816
ENST00000322203.7	685
ENST00000338863.13	1536
ENST00000229771.11	1664
ENST00000539068.5	1574
ENST00000288065.6	1128
ENST00000403376.4	321
ENST00000373861.6	455
ENST00000259938.7	371
ENST00000360215.3	976
ENST00000373825.7	2007
ENST00000490799.6	3050
ENST00000229794.9	1430
ENST00000211287.9	1165
ENST00000357641.10	3868
ENST00000312917.9	1477
ENST00000437635.3	2137
ENST00000340181.9	1151
ENST00000454782.3	851
ENST00000373731.7	1415
ENST00000229812.8	1690
ENST00000373715.11	614
ENST00000448526.6	564
ENST00000612677.6	3165
ENST00000244751.7	1846
ENST00000373699.6	529
ENST00000355190.7	1225
ENST00000647861.1	1832
ENST00000373627.10	1190
ENST00000274963.13	2128
ENST00000373509.6	1363
ENST00000336655.7	730
ENST00000373491.3	1661
ENST00000373479.9	1637
ENST00000373451.9	2668
ENST00000373408.4	321
ENST00000434837.8	3937
ENST00000287218.9	900
ENST00000649492.1	2148
ENST00000373365.5	643
ENST00000327475.11	14260
ENST00000373256.5	1449
ENST00000229903.5	646
ENST00000359534.4	1861
ENST00000373231.9	1095
ENST00000437525.3	1044
ENST00000287152.12	2540
ENST00000398904.6	3386
ENST00000340692.10	1953
ENST00000338305.7	2809
ENST00000244565.8	1675
ENST00000463088.5	652
ENST00000373161.6	842
ENST00000244669.3	818
ENST00000341376.11	1213
ENST00000426005.7	992
ENST00000373113.8	724
ENST00000483722.2	1104
ENST00000341495.7	679
ENST00000244709.9	729
ENST00000373089.10	1097
ENST00000704756.1	2714
ENST00000373051.6	955
ENST00000403298.9	1539
ENST00000373025.7	1227
ENST00000373018.7	1728
ENST00000458694.6	1380
ENST00000398884.7	258
ENST00000394253.7	2394
ENST00000265350.9	757
ENST00000230340.9	1375
ENST00000372991.9	1035
ENST00000372977.8	948
ENST00000341865.9	3740
ENST00000372958.2	853
ENST00000230361.4	736
ENST00000053468.4	615
ENST00000541110.5	4229
ENST00000372899.6	5556
ENST00000230381.7	1301
ENST00000372876.2	1068
ENST00000314073.10	3388
ENST00000304734.9	994
ENST00000408925.4	336
ENST00000616441.2	969
ENST00000372836.5	925
ENST00000372808.4	899
ENST00000304611.13	2971
ENST00000485511.6	1914
ENST00000642555.1	822
ENST00000326974.9	1305
ENST00000244496.6	809
ENST00000265348.9	5332
ENST00000347162.10	1937
ENST00000388752.8	968
ENST00000230419.9	3385
ENST00000265354.6	1912
ENST00000252050.9	7614
ENST00000230431.11	547
ENST00000259750.9	4245
ENST00000372585.10	1743
ENST00000372569.8	646
ENST00000361428.3	7119
ENST00000372530.9	4704
ENST00000372488.8	1358
ENST00000372445.9	2047
ENST00000372441.2	1509
ENST00000642195.1	1059
ENST00000372422.7	1169
ENST00000265351.12	3786
ENST00000372236.9	2399
ENST00000307126.10	1908
ENST00000372171.5	858
ENST00000372163.5	891
ENST00000372133.8	600
ENST00000523950.5	611
ENST00000372014.5	562
ENST00000259746.13	2679
ENST00000398776.2	2246
ENST00000573382.3	317
ENST00000371708.1	1543
ENST00000371554.2	2386
ENST00000393812.4	1414
ENST00000275015.9	1525
ENST00000451188.7	1991
ENST00000371505.5	1636
ENST00000244571.5	2979
ENST00000674044.1	1019
ENST00000371477.4	2524
ENST00000371459.6	1118
ENST00000371438.5	1921
ENST00000339561.12	1071
ENST00000321037.5	1593
ENST00000371383.7	1701
ENST00000330430.10	780
ENST00000275016.3	1643
ENST00000371347.10	1187
ENST00000316081.11	6532
ENST00000537365.1	1501
ENST00000230588.9	2248
ENST00000283296.12	4288
ENST00000371253.7	2915
ENST00000296861.2	2359
ENST00000359314.5	2373
ENST00000327753.7	2255
ENST00000371211.7	1097
ENST00000274813.4	2440
ENST00000335783.4	906
ENST00000371197.9	1012
ENST00000529246.4	857
ENST00000371175.10	1254
ENST00000616725.4	958
ENST00000433368.6	874
ENST00000304801.6	1349
ENST00000335847.9	856
ENST00000322066.4	266
ENST00000371148.3	260
ENST00000008391.4	1886
ENST00000393655.4	1401
ENST00000371117.8	12486
ENST00000648244.1	522
ENST00000336123.5	560
ENST00000616552.4	2631
ENST00000442253.3	1213
ENST00000371068.11	1989
ENST00000182527.4	1255
ENST00000211314.5	446
ENST00000493422.3	728
ENST00000334575.6	728
ENST00000370989.6	696
ENST00000211122.4	745
ENST00000370963.9	720
ENST00000676107.1	2297
ENST00000323557.12	1697
ENST00000259803.8	1532
ENST00000304434.11	1039
ENST00000650454.1	2367
ENST00000370905.4	2091
ENST00000370888.6	1824
ENST00000274897.9	1487
ENST00000259782.9	1538
ENST00000306858.8	3149
ENST00000615358.4	1795
ENST00000340465.2	1268
ENST00000274901.9	1157
ENST00000370830.4	2087
ENST00000244728.10	3103
ENST00000312431.10	16737
ENST00000370746.8	1291
ENST00000370733.5	2424
ENST00000370706.9	3249
ENST00000370693.5	1005
ENST00000468148.6	1358
ENST00000615550.5	1608
ENST00000281156.5	1324
ENST00000370657.9	1567
ENST00000673199.1	1011
ENST00000262043.8	6491
ENST00000370621.7	10022
ENST00000370598.6	5472
ENST00000649934.3	1749
ENST00000620364.5	3543
ENST00000357250.11	2923
ENST00000418814.7	4959
ENST00000370474.4	335
ENST00000370455.8	1542
ENST00000230053.11	1600
ENST00000370435.5	1479
ENST00000521978.6	5550
ENST00000342056.6	3251
ENST00000370388.4	472
ENST00000370384.7	1212
ENST00000370370.4	399
ENST00000370367.4	723
ENST00000370359.6	552
ENST00000370336.5	2022
ENST00000370315.4	1682
ENST00000498286.6	2194
ENST00000316292.13	2378
ENST00000355773.6	1591
ENST00000287097.6	4348
ENST00000322507.13	9501
ENST00000370081.6	656
ENST00000230461.11	1237
ENST00000237172.12	4032
ENST00000447266.7	3981
ENST00000369977.8	4087
ENST00000369950.8	2565
ENST00000369947.5	1258
ENST00000649759.1	1171
ENST00000369940.7	806
ENST00000275034.5	5649
ENST00000620514.2	512
ENST00000392959.5	2703
ENST00000369838.6	454
ENST00000369816.5	1216
ENST00000369798.7	2638
ENST00000320393.9	1199
ENST00000320172.11	1614
ENST00000306270.12	4599
ENST00000369750.4	1691
ENST00000369747.8	1290
ENST00000369739.7	7576
ENST00000507554.2	1742
ENST00000369724.5	1103
ENST00000369705.4	1813
ENST00000369700.4	1420
ENST00000439399.6	3038
ENST00000369689.6	441
ENST00000369681.10	1657
ENST00000257776.5	734
ENST00000403245.8	4332
ENST00000369663.10	2238
ENST00000257770.8	1779
ENST00000314673.8	2978
ENST00000369622.8	1971
ENST00000305344.7	1576
ENST00000627148.3	449
ENST00000369577.8	8196
ENST00000525899.6	1015
ENST00000229570.9	354
ENST00000388923.5	1274
ENST00000369562.9	1989
ENST00000369552.9	1041
ENST00000369536.10	1764
ENST00000257789.4	2170
ENST00000257787.6	1158
ENST00000237201.2	947
ENST00000369499.3	1566
ENST00000369485.9	2000
ENST00000336032.4	1125
ENST00000452027.3	967
ENST00000275072.5	1398
ENST00000454853.7	1473
ENST00000402938.4	1529
ENST00000435041.3	1107
ENST00000369415.9	1480
ENST00000339746.9	2548
ENST00000523377.2	295
ENST00000369393.8	16975
ENST00000343122.7	3055
ENST00000369329.8	2007
ENST00000369303.9	3212
ENST00000682663.1	1964
ENST00000302103.6	1413
ENST00000369278.5	2450
ENST00000541107.5	1037
ENST00000229955.4	1617
ENST00000316149.8	615
ENST00000369261.9	2224
ENST00000683635.1	3926
ENST00000328345.8	1629
ENST00000229971.2	2254
ENST00000389677.6	1529
ENST00000254759.8	1123
ENST00000647811.1	2697
ENST00000500704.7	2484
ENST00000452647.3	405
ENST00000520429.6	982
ENST00000369215.5	2323
ENST00000281806.7	1335
ENST00000262901.4	2507
ENST00000369162.7	6916
ENST00000369134.9	3147
ENST00000262903.9	3004
ENST00000345080.5	894
ENST00000336775.9	1184
ENST00000254765.4	1306
ENST00000652536.2	2321
ENST00000369096.9	2693
ENST00000369076.8	1118
ENST00000369063.8	1665
ENST00000369046.8	1688
ENST00000622315.1	541
ENST00000311381.8	805
ENST00000429433.3	3134
ENST00000369037.9	1476
ENST00000317357.10	3119
ENST00000369020.8	1489
ENST00000369002.9	2479
ENST00000193322.8	1092
ENST00000368986.9	1899
ENST00000230085.13	605
ENST00000368977.9	1469
ENST00000343882.10	2323
ENST00000392644.9	2769
ENST00000436639.7	2426
ENST00000368970.6	1481
ENST00000310786.10	680
ENST00000521072.7	971
ENST00000630715.2	3549
ENST00000230122.4	2241
ENST00000424296.7	5800
ENST00000230124.8	2861
ENST00000275169.5	1261
ENST00000392587.6	1969
ENST00000307731.2	1755
ENST00000338882.5	1175
ENST00000368919.8	1770
ENST00000368911.8	1839
ENST00000368885.8	1323
ENST00000329970.8	703
ENST00000441448.7	987
ENST00000368851.10	1795
ENST00000671876.2	1916
ENST00000358835.7	9848
ENST00000340026.10	2317
ENST00000368667.6	1956
ENST00000368666.7	1316
ENST00000368662.10	1473
ENST00000368656.7	545
ENST00000230538.12	5719
ENST00000441065.3	1101
ENST00000612661.2	1397
ENST00000519065.6	1704
ENST00000312719.10	2205
ENST00000606080.2	2095
ENST00000319550.9	1443
ENST00000327673.4	2448
ENST00000420283.3	1309
ENST00000452085.7	3068
ENST00000368608.4	1411
ENST00000368605.3	1058
ENST00000368602.4	713
ENST00000368599.4	985
ENST00000405399.5	798
ENST00000466444.7	808
ENST00000229554.10	2293
ENST00000368576.8	1950
ENST00000356348.6	1741
ENST00000368557.6	629
ENST00000310357.8	2848
ENST00000332958.3	2818
ENST00000326274.6	1157
ENST00000368508.7	7240
ENST00000296955.12	1742
ENST00000368498.7	1609
ENST00000368494.4	1081
ENST00000360388.9	1687
ENST00000368491.8	2737
ENST00000357525.6	350
ENST00000316316.10	3716
ENST00000229595.6	874
ENST00000338891.12	3785
ENST00000368468.4	2401
ENST00000398212.7	3821
ENST00000647564.1	1389
ENST00000368455.9	1694
ENST00000339697.5	1429
ENST00000368448.5	861
ENST00000368444.8	475
ENST00000368440.5	1448
ENST00000275162.10	2052
ENST00000334268.9	2362
ENST00000368417.6	960
ENST00000521654.7	1734
ENST00000304877.17	930
ENST00000398153.7	647
ENST00000368364.4	1156
ENST00000438495.6	790
ENST00000229633.7	754
ENST00000334379.11	1400
ENST00000368328.5	423
ENST00000356698.9	1338
ENST00000610153.1	1398
ENST00000531967.5	1425
ENST00000483725.8	2417
ENST00000525778.6	3686
ENST00000329722.8	1002
ENST00000368248.5	2049
ENST00000532331.5	4504
ENST00000421865.3	9474
ENST00000368149.3	2030
ENST00000368143.6	511
ENST00000361794.7	2518
ENST00000368134.6	2169
ENST00000392429.1	3851
ENST00000541421.2	329
ENST00000368128.6	3206
ENST00000431975.7	1341
ENST00000356962.2	1048
ENST00000368068.8	4297
ENST00000414305.5	2953
ENST00000315453.4	930
ENST00000314099.10	2331
ENST00000647893.1	2791
ENST00000367976.4	1247
ENST00000367963.8	1888
ENST00000367941.7	951
ENST00000275200.2	1047
ENST00000258034.4	1066
ENST00000275191.2	1026
ENST00000275216.3	1196
ENST00000367928.5	1559
ENST00000326499.11	1581
ENST00000275227.9	1549
ENST00000230050.4	478
ENST00000531901.5	2164
ENST00000367882.5	822
ENST00000613034.4	1163
ENST00000275230.6	1995
ENST00000237305.11	1382
ENST00000265605.7	1509
ENST00000367837.10	2183
ENST00000341911.10	2489
ENST00000681841.1	4091
ENST00000308191.11	1648
ENST00000420702.6	1545
ENST00000531224.6	3008
ENST00000617204.4	2586
ENST00000359015.5	4442
ENST00000318471.5	1043
ENST00000331858.5	1376
ENST00000316649.10	1896
ENST00000349184.8	994
ENST00000367739.9	1525
ENST00000367734.4	1040
ENST00000433680.2	2535
ENST00000421351.4	658
ENST00000251691.5	6679
ENST00000527246.3	501
ENST00000607197.6	888
ENST00000427025.6	5459
ENST00000541398.7	3061
ENST00000450536.7	2959
ENST00000367660.4	380
ENST00000367658.3	1946
ENST00000358430.8	2144
ENST00000367651.4	1054
ENST00000258042.2	1912
ENST00000450456.3	849
ENST00000367630.9	946
ENST00000367609.8	4073
ENST00000012134.7	8114
ENST00000357847.9	751
ENST00000237283.9	610
ENST00000367591.5	1357
ENST00000002165.11	1487
ENST00000440869.7	2134
ENST00000367576.6	1565
ENST00000237275.9	732
ENST00000360537.6	3303
ENST00000367569.4	334
ENST00000698356.1	1137
ENST00000367545.8	10878
ENST00000367519.9	1015
ENST00000237281.5	2444
ENST00000275233.12	5709
ENST00000282753.6	4038
ENST00000367495.4	714
ENST00000321680.11	3569
ENST00000367474.2	758
ENST00000367467.8	3971
ENST00000367463.5	1619
ENST00000637181.2	2472
ENST00000326669.6	415
ENST00000409806.8	1853
ENST00000253329.3	1514
ENST00000367419.10	1030
ENST00000335647.9	1518
ENST00000543571.6	3783
ENST00000340413.7	1174
ENST00000367380.9	783
ENST00000239367.7	1839
ENST00000357183.9	1202
ENST00000367360.7	1113
ENST00000367351.4	797
ENST00000229708.4	839
ENST00000367341.6	799
ENST00000367339.7	787
ENST00000361131.5	644
ENST00000344419.8	887
ENST00000644968.1	4524
ENST00000611279.4	3081
ENST00000402676.7	5618
ENST00000325144.5	1694
ENST00000444024.3	1472
ENST00000367294.4	1403
ENST00000239374.8	2257
ENST00000443427.5	2046
ENST00000367255.10	26956
ENST00000367245.6	711
ENST00000367244.8	683
ENST00000229758.8	1423
ENST00000367233.10	1164
ENST00000367225.6	655
ENST00000434900.6	1997
ENST00000367220.9	1507
ENST00000607772.6	2236
ENST00000367178.8	4298
ENST00000682666.1	5489
ENST00000367166.5	1094
ENST00000367165.3	1037
ENST00000159060.3	1743
ENST00000637904.1	5118
ENST00000400788.9	443
ENST00000359775.10	2296
ENST00000392185.8	1974
ENST00000355585.9	4587
ENST00000647468.2	2086
ENST00000691867.1	900
ENST00000367097.8	6181
ENST00000367089.8	374
ENST00000611299.5	2581
ENST00000367075.4	1883
ENST00000367066.8	2364
ENST00000297267.14	5879
ENST00000538183.7	740
ENST00000358372.8	2945
ENST00000367048.5	1234
ENST00000321394.12	1802
ENST00000367034.5	661
ENST00000392167.4	1625
ENST00000674077.2	1364
ENST00000356956.6	7638
ENST00000366963.9	1783
ENST00000366953.8	1729
ENST00000275300.3	1710
ENST00000316300.10	6181
ENST00000308192.14	2491
ENST00000392142.9	4987
ENST00000320285.9	1347
ENST00000366898.6	1493
ENST00000366889.6	995
ENST00000361752.8	1499
ENST00000230301.9	1426
ENST00000296946.6	1774
ENST00000322583.5	1135
ENST00000361731.4	541
ENST00000360961.11	391
ENST00000265678.9	2431
ENST00000476238.6	836
ENST00000366847.9	1213
ENST00000349984.6	1386
ENST00000366834.2	1106
ENST00000230256.8	1546
ENST00000239587.10	1864
ENST00000366806.6	5662
ENST00000643607.3	2950
ENST00000283309.11	1765
ENST00000366795.4	2466
ENST00000354536.9	1591
ENST00000676498.1	3625
ENST00000448612.6	3171
ENST00000332290.4	907
ENST00000339209.9	2063
ENST00000366774.4	708
ENST00000366773.8	2070
ENST00000366756.4	3108
ENST00000537664.5	2884
ENST00000262193.7	788
ENST00000230354.10	1253
ENST00000541970.6	1088
ENST00000313766.6	2381
ENST00000402802.8	1433
ENST00000544935.5	1258
ENST00000297440.11	2587
ENST00000401592.6	2404
ENST00000265857.8	1073
ENST00000265846.10	1325
ENST00000344111.4	310
ENST00000308919.12	1501
ENST00000357429.10	652
